"image","xmin","ymin","xmax","ymax","label"
"covid_1.jpg",163.20384889522452,343.2173447537473,322.8617248752673,614.5985010706638,"Mask"
"covid_1.jpg",808.5531004989309,307.8693790149893,1004.8289379900215,541.6220556745182,"Mask"
"covid_1.jpg",1164.4868139700643,184.72162740899356,1350.3741981468283,419.6145610278372,"Mask"
"covid_1.jpg",312.5980042765503,181.30085653104925,480.2387740555952,376.2847965738758,"No_Mask"
"covid_10.jpg",371.79329128440367,94.22483940042825,451.10521788990826,186.06423982869376,"Mask"
"covid_10.jpg",569.1786123853211,42.937901498929335,678.3070527522935,153.2644539614561,"Mask"
"covid_10.jpg",300.23365825688074,135.37366167023552,347.34375,220.6531049250535,"No_Mask"
"covid_10.jpg",173.21530963302752,200.37687366167023,227.48136467889907,252.85653104925052,"No_Mask"
"covid_10.jpg",115.96760321100918,171.75160599571734,160.692373853211,227.80942184154173,"Mask"
"covid_10.jpg",56.93090596330275,182.48608137044965,92.11439220183486,229.0021413276231,"Mask"
"covid_11.jpg",67.25644627463053,174.2933618843683,150.79092903325122,318.7419700214133,"No_Mask"
"covid_11.jpg",212.84511622536945,11.937901498929335,320.2465940578818,150.41755888650962,"No_Mask"
"covid_11.jpg",389.46087977216746,29.844753747323338,468.22196351600985,139.67344753747324,"No_Mask"
"covid_11.jpg",530.2761507081281,20.29443254817987,635.2909290332512,132.5107066381156,"No_Mask"
"covid_11.jpg",693.7650669642857,19.100642398286936,808.3266433189655,152.8051391862955,"No_Mask"
"covid_11.jpg",839.3537369150246,7.162740899357601,951.5286137623152,151.61134903640257,"No_Mask"
"covid_11.jpg",845.3204856834975,186.23126338329763,943.1751654864531,317.54817987152035,"No_Mask"
"covid_11.jpg",693.7650669642857,186.23126338329763,797.5864955357142,313.9668094218415,"No_Mask"
"covid_11.jpg",215.2318157327586,179.06852248394003,315.47319504310343,315.16059957173445,"No_Mask"
"covid_11.jpg",382.30078124999994,191.00642398286936,468.2219635160098,299.6413276231263,"No_Mask"
"covid_11.jpg",538.6295989839901,205.33190578158457,618.5840324815271,302.0289079229122,"No_Mask"
"covid_11.jpg",52.93624923029556,340.23019271948607,143.63083051108373,456.02783725910064,"No_Mask"
"covid_11.jpg",217.61851524014776,333.06745182012844,320.24659405788174,466.771948608137,"No_Mask"
"covid_11.jpg",384.68748075738915,337.8426124197002,470.608663023399,457.2216274089935,"No_Mask"
"covid_11.jpg",525.5027516933498,342.6177730192719,636.4842787869458,448.865096359743,"No_Mask"
"covid_11.jpg",694.9584167179802,340.23019271948607,814.2933920874383,470.35331905781584,"No_Mask"
"covid_11.jpg",839.3537369150246,336.6488222698073,949.1419142549261,473.9346895074946,"No_Mask"
"covid_11.jpg",838.1603871613299,481.0974304068522,947.9485645012314,629.127408993576,"No_Mask"
"covid_11.jpg",688.9916679495074,500.19807280513913,801.166544796798,629.127408993576,"No_Mask"
"covid_11.jpg",521.922702432266,499.00428265524624,634.0975792795566,608.8329764453961,"No_Mask"
"covid_11.jpg",383.4941310036946,499.00428265524624,470.608663023399,615.9957173447538,"No_Mask"
"covid_11.jpg",209.2650669642857,488.2601713062098,319.05324430418716,625.5460385438971,"No_Mask"
"covid_11.jpg",43.38945120073891,497.8104925053533,149.59757927955664,619.5770877944325,"No_Mask"
"covid_11.jpg",55.322948737684726,660.1659528907923,151.98427878694582,783.1263383297644,"No_Mask"
